,playerID,FPCT,POS,G,SH,OBP,AB/G,HR/G,SB/G,RBI/G,IBB/G,SF/G,debut,finalGame,weight,servingDays,debutAge,inducted
4134,lindsch02,1.0,C,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1958-09-28,1958-09-28,175.0,0.0,22.756164383561643,N
4135,lindsdo01,1.0,C,5,0.0,0.16666666666666666,1.2,0.0,0.0,0.0,0.0,0.0,1991-10-06,1993-10-02,200.0,727.0,24.778082191780822,N
4136,lindsjo01,1.0,1B,11,0.0,0.15384615384615385,1.0909090909090908,0.0,0.0,0.0,0.0,0.0,2010-09-08,2010-10-03,255.0,25.0,33.706849315068496,N
4137,lindsro01,1.0,OF,11,1.0,0.5,0.2727272727272727,0.0,0.18181818181818182,0.0,0.0,0.0,2000-09-02,2000-10-01,175.0,29.0,24.687671232876713,N
4138,linebsc01,0.9159285159285161,P,607,2.0,0.2222222222222222,0.029654036243822075,0.0,0.0,0.0,0.0,0.0,2000-04-15,2011-09-28,220.0,4183.0,24.304109589041097,N
4139,linesdi01,0.9196428571428572,P,107,2.0,0.18181818181818182,0.17757009345794392,0.0,0.0,0.0,0.0,0.0,1966-04-16,1967-10-01,175.0,533.0,28.306849315068494,N
4140,liniaco01,1.0,3B,15,0.0,0.24242424242424243,2.1333333333333333,0.0,0.0,0.13333333333333333,0.0,0.0,1999-09-03,2000-04-05,181.0,215.0,23.687671232876713,N
4141,lintodo01,0.9724702380952381,P,112,2.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,1992-08-03,2003-04-18,185.0,3910.0,27.605479452054794,N
4142,lintro01,0.88,P,31,1.0,0.4375,0.3225806451612903,0.0,0.03225806451612903,0.06451612903225806,0.0,0.0,1954-04-13,1954-08-29,165.0,138.0,33.3013698630137,N
4143,lintzla01,0.9608092777815606,2B,350,39.0,0.33612273361227335,1.76,0.0,0.3657142857142857,0.07714285714285714,0.002857142857142857,0.0,1973-07-14,1978-05-30,150.0,1781.0,24.54794520547945,N
4144,linzph01,0.9723098330241188,2B,519,21.0,0.29458917835671344,2.6435452793834298,0.02119460500963391,0.025048169556840076,0.18497109826589594,0.009633911368015413,0.011560693641618497,1962-04-13,1968-09-29,180.0,2361.0,23.295890410958904,N
4145,linzyfr01,0.9724597085210896,P,516,14.0,0.176,0.23449612403100775,0.001937984496124031,0.0,0.005813953488372093,0.0,0.0,1963-08-14,1974-09-02,190.0,4037.0,23.632876712328766,N
4146,lipetan01,1.0,P,10,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1956-04-25,1958-05-10,180.0,745.0,27.33150684931507,N
4147,liponjo01,0.9591378694617213,SS,758,74.0,0.34626865671641793,3.5105540897097627,0.013192612137203167,0.036939313984168866,0.35092348284960423,0.0,0.0,1942-08-16,1954-04-25,175.0,4270.0,20.635616438356163,N
4148,lipskbo01,1.0,C,2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1963-04-28,1963-05-01,180.0,3.0,25.336986301369862,N
4149,lirafe01,0.9910714285714286,P,164,1.0,0.2,0.11585365853658537,0.012195121951219513,0.0,0.018292682926829267,0.0,0.006097560975609756,1995-04-27,2001-05-21,170.0,2216.0,23.334246575342465,N
4150,liriane01,0.9765451734227398,2B,823,33.0,0.32396088019559904,2.692588092345079,0.030376670716889428,0.07168894289185905,0.2916160388821385,0.018226002430133656,0.023086269744835967,1987-08-25,1998-05-13,165.0,3914.0,23.663013698630138,N
4151,liriape01,1.0,P,16,1.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,2004-08-27,2005-09-18,170.0,387.0,24.671232876712327,N
4152,lisiri01,1.0,OF,9,0.0,0.45,1.7777777777777777,0.0,0.0,0.1111111111111111,0.0,0.0,1981-05-09,1981-05-29,175.0,20.0,25.36986301369863,N
4153,lisjo01,0.9963290083501575,1B,356,3.0,0.33185840707964603,2.191011235955056,0.0898876404494382,0.0028089887640449437,0.25842696629213485,0.008426966292134831,0.016853932584269662,1970-09-05,1977-05-08,175.0,2437.0,24.693150684931506,N
4154,listapa01,0.958582693338358,SS,503,35.0,0.3164621676891616,3.5228628230616303,0.009940357852882704,0.23061630218687873,0.28429423459244535,0.003976143141153081,0.017892644135188866,1992-04-08,1997-06-29,170.0,1908.0,25.284931506849315,N
4155,litscje01,0.9672456575682382,P,88,0.0,0.0,0.056818181818181816,0.0,0.0,0.0,0.0,0.0,2007-05-15,2011-09-25,235.0,1594.0,22.38082191780822,N
4156,littema01,0.90990860990861,P,316,1.0,0.1111111111111111,0.10759493670886076,0.0,0.0,0.00949367088607595,0.0,0.0,1973-06-14,1982-06-24,210.0,3297.0,20.46301369863014,N
4157,littlbr01,0.9900849208555137,2B,327,16.0,0.3333333333333333,2.819571865443425,0.009174311926605505,0.024464831804281346,0.23547400611620795,0.0030581039755351682,0.024464831804281346,1982-07-29,1986-10-05,160.0,1529.0,23.589041095890412,N
4158,littlde01,0.9844377510040161,C,78,5.0,0.28627450980392155,2.8461538461538463,0.01282051282051282,0.0,0.19230769230769232,0.0641025641025641,0.0641025641025641,1978-07-09,1980-10-05,200.0,819.0,24.534246575342465,N
4159,littldi01,0.9432820144282594,P,245,11.0,0.1951219512195122,0.7877551020408163,0.0,0.0,0.04081632653061224,0.0,0.0,1950-07-07,1958-05-30,180.0,2884.0,24.528767123287672,N
4160,littlje01,1.0,P,40,0.0,0.16666666666666666,0.15,0.0,0.0,0.0,0.0,0.0,1980-09-06,1982-10-03,220.0,757.0,26.698630136986303,N
4161,littljo01,0.9354166666666667,P,94,2.0,0.0,0.1276595744680851,0.0,0.0,0.0,0.0,0.0,1980-06-08,1981-10-04,200.0,483.0,26.45205479452055,N
4162,littlla01,1.0,OF,26,0.0,0.1111111111111111,0.8846153846153846,0.0,0.0,0.038461538461538464,0.0,0.038461538461538464,1981-04-12,1981-05-26,185.0,44.0,27.295890410958904,N
4163,littlma01,0.9939393939393939,OF,148,2.0,0.33214285714285713,1.6689189189189189,0.02027027027027027,0.05405405405405406,0.14864864864864866,0.006756756756756757,0.006756756756756757,1998-09-12,2004-07-20,195.0,2138.0,26.715068493150685,N
4164,littlsc01,1.0,OF,3,0.0,0.25,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,1989-07-27,1989-08-06,198.0,10.0,26.586301369863012,N
